awayTeam,awayTeamKit,competition,date,endPeriod1,endPeriod2,homeTeam,homeTeamKit,homeTeamStartLeft,id,period1,period2,season,stadium,startPeriod1,startPeriod2,videos,week
"{'id': '11', 'name': 'Manchester City', 'shortName': 'MCI'}","{'name': 'alt-1', 'primaryColor': '#FFFFFF', 'primaryTextColor': '#000000', 'secondaryColor': '#6CABDD', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2023-08-11T19:00:00,3157.691,6393.827,"{'id': '5', 'name': 'Burnley', 'shortName': 'BUR'}","{'name': 'home', 'primaryColor': '#690F3C', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#8CD1F3', 'secondaryTextColor': '#000000'}",True,13335,50.0634,53.068066666666674,2023-2024,"{'id': '6', 'name': 'Turf Moor', 'pitchLength': 105.0, 'pitchWidth': 68.0}",153.887,3209.743,"{'fps': 29.97, 'id': '11287', 'videoUrl': 'epitome-staging.pff.com/en/film_room/52c7ce9f-0c46-4cf7-874d-e58250cf8440'}",1
"{'id': '221', 'name': 'Nottingham Forest', 'shortName': 'FOR'}","{'name': '2023 Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#003366', 'secondaryColor': '#99ffff', 'secondaryTextColor': '#003366'}","{'id': '1', 'name': 'Premier League'}",2023-08-12T11:30:00,3164.664,6375.008,"{'id': '2', 'name': 'Arsenal', 'shortName': 'ARS'}","{'name': 'home', 'primaryColor': '#E10B17', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",True,13336,50.98765,53.00355,2023-2024,"{'id': '3', 'name': 'Emirates Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",105.405,3194.795,"{'fps': 29.97, 'id': '11300', 'videoUrl': 'epitome-staging.pff.com/en/film_room/9581ea29-2553-4127-8274-c1ba982b2932'}",1
"{'id': '19', 'name': 'West Ham', 'shortName': 'WHU'}","{'name': 'alt-2', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '1', 'name': 'Premier League'}",2023-08-12T14:00:00,2920.053,6082.983,"{'id': '1', 'name': 'AFC Bournemouth', 'shortName': 'BOU'}","{'name': 'home', 'primaryColor': '#E20613', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFFFF'}",False,13337,46.03825,51.69725,2023-2024,"{'id': '2', 'name': 'Vitality Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",157.758,2981.148,"{'fps': 29.97, 'id': '11296', 'videoUrl': 'epitome-staging.pff.com/en/film_room/318c7c60-0a15-459e-bbd5-d0b9138746a7'}",1
"{'id': '218', 'name': 'Luton Town', 'shortName': 'LUT'}","{'name': 'Home', 'primaryColor': '#ff5f00', 'primaryTextColor': '#1B1A38', 'secondaryColor': '#1B1A38', 'secondaryTextColor': '#ff5f00'}","{'id': '1', 'name': 'Premier League'}",2023-08-12T14:00:00,2946.246,6117.884,"{'id': '4', 'name': 'Brighton & Hove Albion', 'shortName': 'BHA'}","{'name': 'home', 'primaryColor': '#0A55A2', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",True,13338,46.01656666666667,52.09153333333334,2023-2024,"{'id': '5', 'name': 'Amex Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",185.252,2992.392,"{'fps': 29.97, 'id': '11297', 'videoUrl': 'epitome-staging.pff.com/en/film_room/72cb3fcc-64e0-48df-ba3f-1f8cef423855'}",1
"{'id': '54', 'name': 'Fulham', 'shortName': 'FUL'}","{'name': 'home', 'primaryColor': '#FFFFFF', 'primaryTextColor': '#000000', 'secondaryColor': '#0B0906', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-08-12T14:00:00,2959.059,6158.325,"{'id': '8', 'name': 'Everton', 'shortName': 'EVE'}","{'name': 'home', 'primaryColor': '#0B478F', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13339,46.08996666666667,51.85185,2023-2024,"{'id': '9', 'name': 'Goodison Park', 'pitchLength': 100.5, 'pitchWidth': 68.0}",193.661,3047.214,"{'fps': 29.97, 'id': '11298', 'videoUrl': 'epitome-staging.pff.com/en/film_room/7bc007c3-7197-41c1-9c67-b14b5b9fbf2d'}",1
"{'id': '7', 'name': 'Crystal Palace', 'shortName': 'CRY'}","{'name': 'alt-1', 'primaryColor': '#323131', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#3258A3', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-08-12T14:00:00,3014.714,6142.609,"{'id': '15', 'name': 'Sheffield United', 'shortName': 'SHU'}","{'name': 'home', 'primaryColor': '#E5292A', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",True,13340,46.49203333333333,50.67956666666667,2023-2024,"{'id': '16', 'name': 'Bramall Lane', 'pitchLength': 101.0, 'pitchWidth': 68.0}",225.192,3101.835,"{'fps': 29.97, 'id': '11299', 'videoUrl': 'epitome-staging.pff.com/en/film_room/31c83755-ce0b-4d95-97aa-03a79770ba57'}",1
"{'id': '3', 'name': 'Aston Villa', 'shortName': 'AVL'}","{'name': 'home', 'primaryColor': '#660E36', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#93BDE4', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2023-08-12T16:30:00,3419.986,6579.613,"{'id': '13', 'name': 'Newcastle United', 'shortName': 'NEW'}","{'name': 'home', 'primaryColor': '#000000', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13341,56.6027,51.04381666666667,2023-2024,"{'id': '14', 'name': ""St James' Park"", 'pitchLength': 105.0, 'pitchWidth': 68.0}",23.824,3516.984,"{'fps': 29.97, 'id': '11301', 'videoUrl': 'epitome-staging.pff.com/en/film_room/a03ba6c5-8aca-4758-a7c4-78c5e18a8b8e'}",1
"{'id': '17', 'name': 'Tottenham Hotspur', 'shortName': 'TOT'}","{'name': '2023 Away', 'primaryColor': '#003366', 'primaryTextColor': '#ffffff', 'secondaryColor': '#003366', 'secondaryTextColor': '#ffffff'}","{'id': '1', 'name': 'Premier League'}",2023-08-13T13:00:00,3438.605,6414.581,"{'id': '119', 'name': 'Brentford', 'shortName': 'BRE'}","{'name': 'Home', 'primaryColor': '#e30613', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#e30613'}",False,13342,56.07885,49.180283333333335,2023-2024,"{'id': '112', 'name': 'Brentford Community Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",73.874,3463.764,"{'fps': 29.97, 'id': '11321', 'videoUrl': 'epitome-staging.pff.com/en/film_room/48f93f94-7cbf-49b1-9c3b-40267b53ccc9'}",1
"{'id': '10', 'name': 'Liverpool', 'shortName': 'LIV'}","{'name': 'home', 'primaryColor': '#D01317', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2023-08-13T15:30:00,3239.339,6311.244,"{'id': '6', 'name': 'Chelsea', 'shortName': 'CHE'}","{'name': 'home', 'primaryColor': '#184890', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#1D1D1D', 'secondaryTextColor': '#FFFFFF'}",False,13343,52.68768333333333,49.99498333333333,2023-2024,"{'id': '7', 'name': 'Stamford Bridge', 'pitchLength': 103.0, 'pitchWidth': 67.5}",78.078,3311.545,"{'fps': 29.97, 'id': '11320', 'videoUrl': 'epitome-staging.pff.com/en/film_room/f79e2996-8e41-4820-b160-af5cc5867a1b'}",1
"{'id': '20', 'name': 'Wolverhampton Wanderers', 'shortName': 'WLV'}","{'name': 'home', 'primaryColor': '#F59E1F', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-08-14T19:00:00,2910.277,6226.392,"{'id': '12', 'name': 'Manchester United', 'shortName': 'MUN'}","{'name': 'home', 'primaryColor': '#D91117', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#221E20', 'secondaryTextColor': '#FFFFFF'}",True,13344,47.01258333333333,54.37991666666666,2023-2024,"{'id': '13', 'name': 'Old Trafford', 'pitchLength': 105.0, 'pitchWidth': 68.0}",89.522,2963.597,"{'fps': 29.97, 'id': '11399', 'videoUrl': 'epitome-staging.pff.com/en/film_room/43bc285f-6695-451a-b681-1c1a34c4a580'}",1
"{'id': '8', 'name': 'Everton', 'shortName': 'EVE'}","{'name': 'home', 'primaryColor': '#0B478F', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2023-08-20T13:00:00,3290.824,6599.466,"{'id': '3', 'name': 'Aston Villa', 'shortName': 'AVL'}","{'name': 'home', 'primaryColor': '#660E36', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#93BDE4', 'secondaryTextColor': '#000000'}",False,13345,54.0129,54.05961666666667,2023-2024,"{'id': '4', 'name': 'Villa Park', 'pitchLength': 105.0, 'pitchWidth': 68.0}",50.05,3355.889,"{'fps': 29.97, 'id': '11550', 'videoUrl': 'epitome-staging.pff.com/en/film_room/14b2e43a-fb44-49dd-b87c-11f69c5ad751'}",2
"{'id': '2', 'name': 'Arsenal', 'shortName': 'ARS'}","{'name': '2023 Away', 'primaryColor': '#ADFF2F', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ADFF2F'}","{'id': '1', 'name': 'Premier League'}",2023-08-21T19:00:00,2930.664,6119.753,"{'id': '7', 'name': 'Crystal Palace', 'shortName': 'CRY'}","{'name': 'home', 'primaryColor': '#DF2443', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#3258A3', 'secondaryTextColor': '#FFFFFF'}",True,13346,47.01146666666667,52.03426666666666,2023-2024,"{'id': '8', 'name': 'Selhurst Park', 'pitchLength': 101.0, 'pitchWidth': 68.0}",109.976,2997.697,"{'fps': 29.97, 'id': '11641', 'videoUrl': 'epitome-staging.pff.com/en/film_room/ec01e62f-0264-4bc4-93dd-aa43daadfd5a'}",2
"{'id': '119', 'name': 'Brentford', 'shortName': 'BRE'}","{'name': '2022', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2023-08-19T14:00:00,3042.976,6379.546,"{'id': '54', 'name': 'Fulham', 'shortName': 'FUL'}","{'name': 'home', 'primaryColor': '#FFFFFF', 'primaryTextColor': '#000000', 'secondaryColor': '#0B0906', 'secondaryTextColor': '#FFFFFF'}",True,13347,47.58201666666667,54.68801666666668,2023-2024,"{'id': '25', 'name': 'Craven Cottage', 'pitchLength': 100.0, 'pitchWidth': 65.0}",188.055,3098.265,"{'fps': 29.97, 'id': '11515', 'videoUrl': 'epitome-staging.pff.com/en/film_room/03de533c-43af-4e82-baf0-a8a9ab145179'}",2
"{'id': '1', 'name': 'AFC Bournemouth', 'shortName': 'BOU'}","{'name': 'away', 'primaryColor': '#58CED8', 'primaryTextColor': '#000000', 'secondaryColor': '#0D519E', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-08-19T14:00:00,3002.636,6114.347,"{'id': '10', 'name': 'Liverpool', 'shortName': 'LIV'}","{'name': 'home', 'primaryColor': '#D01317', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13348,49.08076666666667,51.09775,2023-2024,"{'id': '11', 'name': 'Anfield', 'pitchLength': 101.0, 'pitchWidth': 68.0}",57.79,3048.482,"{'fps': 29.97, 'id': '11516', 'videoUrl': 'epitome-staging.pff.com/en/film_room/e2b2fad1-2f7b-4ff3-858c-38eb042b0c07'}",2
"{'id': '5', 'name': 'Burnley', 'shortName': 'BUR'}","{'name': 'home', 'primaryColor': '#690F3C', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#8CD1F3', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2023-10-03T18:30:00,3094.661,6304.871,"{'id': '218', 'name': 'Luton Town', 'shortName': 'LUT'}","{'name': 'Home', 'primaryColor': '#ff5f00', 'primaryTextColor': '#1B1A38', 'secondaryColor': '#1B1A38', 'secondaryTextColor': '#ff5f00'}",True,13349,49.01401666666666,52.9574,2023-2024,"{'id': '117', 'name': 'Kenilworth Road', 'pitchLength': 100.0, 'pitchWidth': 66.0}",153.82,3127.427,"{'fps': 29.97, 'id': '13058', 'videoUrl': 'epitome-staging.pff.com/en/film_room/86c084f2-99b6-4c9d-9f68-181ee7affb5b'}",2
"{'id': '13', 'name': 'Newcastle United', 'shortName': 'NEW'}","{'name': 'alt home', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '1', 'name': 'Premier League'}",2023-08-19T19:00:00,2909.009,5959.192,"{'id': '11', 'name': 'Manchester City', 'shortName': 'MCI'}","{'name': 'home', 'primaryColor': '#6CABDD', 'primaryTextColor': '#000000', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",True,13350,48.07641666666667,50.09786666666666,2023-2024,"{'id': '12', 'name': 'Etihad Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",24.424,2953.32,"{'fps': 29.97, 'id': '11535', 'videoUrl': 'epitome-staging.pff.com/en/film_room/ee847038-ab3a-4841-b542-e8d1f3ca8364'}",2
"{'id': '15', 'name': 'Sheffield United', 'shortName': 'SHU'}","{'name': '2023 Away', 'primaryColor': '#FFFF00', 'primaryTextColor': '#FF0000', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFF00'}","{'id': '1', 'name': 'Premier League'}",2023-08-18T18:45:00,2925.091,6223.223,"{'id': '221', 'name': 'Nottingham Forest', 'shortName': 'FOR'}","{'name': 'Home', 'primaryColor': '#ff0000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#ff0000'}",True,13351,47.32453333333333,53.94226666666667,2023-2024,"{'id': '120', 'name': 'City Ground', 'pitchLength': 105.0, 'pitchWidth': 71.0}",85.619,2986.687,"{'fps': 29.97, 'id': '11495', 'videoUrl': 'epitome-staging.pff.com/en/film_room/2acb622a-4f78-47d8-9b41-bdc45eefe88a'}",2
"{'id': '12', 'name': 'Manchester United', 'shortName': 'MUN'}","{'name': 'home', 'primaryColor': '#D91117', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#221E20', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-08-19T16:30:00,2891.258,6220.353,"{'id': '17', 'name': 'Tottenham Hotspur', 'shortName': 'TOT'}","{'name': 'home', 'primaryColor': '#FFFFFF', 'primaryTextColor': '#000000', 'secondaryColor': '#22274E', 'secondaryTextColor': '#FFFFFF'}",False,13352,48.007466666666666,54.23145,2023-2024,"{'id': '1', 'name': 'The Tottenham Hotspur Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",10.81,2966.466,"{'fps': 29.97, 'id': '11523', 'videoUrl': 'epitome-staging.pff.com/en/film_room/45e480ff-c89c-454d-ac7b-a99524db8f98'}",2
"{'id': '6', 'name': 'Chelsea', 'shortName': 'CHE'}","{'name': 'home', 'primaryColor': '#184890', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#1D1D1D', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-08-20T15:30:00,3327.627,6523.523,"{'id': '19', 'name': 'West Ham', 'shortName': 'WHU'}","{'name': 'home', 'primaryColor': '#7C2C3B', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#2BACE3', 'secondaryTextColor': '#FFFFFF'}",True,13353,54.04181666666667,52.07985,2023-2024,"{'id': '19', 'name': 'London Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",85.118,3398.732,"{'fps': 29.97, 'id': '11551', 'videoUrl': 'epitome-staging.pff.com/en/film_room/3f2d3018-c9ed-4a3c-bc91-ff5d3bf9530e'}",2
"{'id': '4', 'name': 'Brighton & Hove Albion', 'shortName': 'BHA'}","{'name': 'alt-2', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '1', 'name': 'Premier League'}",2023-08-19T14:00:00,3012.512,6363.43,"{'id': '20', 'name': 'Wolverhampton Wanderers', 'shortName': 'WLV'}","{'name': 'home', 'primaryColor': '#F59E1F', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFFFF'}",False,13354,47.04591666666667,54.66078333333334,2023-2024,"{'id': '20', 'name': 'Molineux', 'pitchLength': 105.0, 'pitchWidth': 68.0}",189.757,3083.783,"{'fps': 29.97, 'id': '11518', 'videoUrl': 'epitome-staging.pff.com/en/film_room/f54ef45c-5a22-4a73-b7a7-b2b8fd97d598'}",2
"{'id': '54', 'name': 'Fulham', 'shortName': 'FUL'}","{'name': 'home', 'primaryColor': '#FFFFFF', 'primaryTextColor': '#000000', 'secondaryColor': '#0B0906', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-08-26T14:00:00,2846.046,6206.64,"{'id': '2', 'name': 'Arsenal', 'shortName': 'ARS'}","{'name': 'home', 'primaryColor': '#E10B17', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",True,13355,47.15048333333333,55.17295000000001,2023-2024,"{'id': '3', 'name': 'Emirates Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",17.017,2896.263,"{'fps': 29.97, 'id': '11763', 'videoUrl': 'epitome-staging.pff.com/en/film_room/fc82d7bc-b42b-4fe2-b0fb-b03f331062ef'}",3
"{'id': '17', 'name': 'Tottenham Hotspur', 'shortName': 'TOT'}","{'name': 'home', 'primaryColor': '#FFFFFF', 'primaryTextColor': '#000000', 'secondaryColor': '#22274E', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-08-26T11:30:00,3082.382,6307.741,"{'id': '1', 'name': 'AFC Bournemouth', 'shortName': 'BOU'}","{'name': 'home', 'primaryColor': '#E20613', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFFFF'}",False,13356,50.0951,53.013016666666665,2023-2024,"{'id': '2', 'name': 'Vitality Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",76.676,3126.96,"{'fps': 29.97, 'id': '11762', 'videoUrl': 'epitome-staging.pff.com/en/film_room/0690bce4-0198-49f8-99ca-dbbc5f5ad82f'}",3
"{'id': '7', 'name': 'Crystal Palace', 'shortName': 'CRY'}","{'name': 'alt-1', 'primaryColor': '#323131', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#3258A3', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-08-26T14:00:00,2956.122,6024.891,"{'id': '119', 'name': 'Brentford', 'shortName': 'BRE'}","{'name': 'Home', 'primaryColor': '#e30613', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#e30613'}",True,13357,46.21786666666666,50.14791666666666,2023-2024,"{'id': '112', 'name': 'Brentford Community Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",183.05,3016.016,"{'fps': 29.97, 'id': '11764', 'videoUrl': 'epitome-staging.pff.com/en/film_room/0da3cb95-301d-49e4-aa7e-3fe3940e5f1f'}",3
"{'id': '19', 'name': 'West Ham', 'shortName': 'WHU'}","{'name': 'home', 'primaryColor': '#7C2C3B', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#2BACE3', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-08-26T16:30:00,3040.373,6195.228,"{'id': '4', 'name': 'Brighton & Hove Albion', 'shortName': 'BHA'}","{'name': 'home', 'primaryColor': '#0A55A2', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",True,13358,49.387150000000005,51.80401666666667,2023-2024,"{'id': '5', 'name': 'Amex Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",77.144,3086.987,"{'fps': 29.97, 'id': '11775', 'videoUrl': 'epitome-staging.pff.com/en/film_room/a8fc11b9-23ad-4afe-9fbd-347765bacbeb'}",3
"{'id': '3', 'name': 'Aston Villa', 'shortName': 'AVL'}","{'name': 'alt-1', 'primaryColor': '#EDEDED', 'primaryTextColor': '#000000', 'secondaryColor': '#232F5F', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-08-27T13:00:00,3034.301,6109.176,"{'id': '5', 'name': 'Burnley', 'shortName': 'BUR'}","{'name': 'home', 'primaryColor': '#690F3C', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#8CD1F3', 'secondaryTextColor': '#000000'}",True,13359,47.98633333333333,50.06895,2023-2024,"{'id': '6', 'name': 'Turf Moor', 'pitchLength': 105.0, 'pitchWidth': 68.0}",155.121,3105.039,"{'fps': 29.97, 'id': '11799', 'videoUrl': 'epitome-staging.pff.com/en/film_room/5d0045ad-821e-4f7b-b1e1-d6c3613a31e2'}",3
"{'id': '218', 'name': 'Luton Town', 'shortName': 'LUT'}","{'name': 'Alt', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '1', 'name': 'Premier League'}",2023-08-25T19:00:00,2899.666,5897.697,"{'id': '6', 'name': 'Chelsea', 'shortName': 'CHE'}","{'name': 'home', 'primaryColor': '#184890', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#1D1D1D', 'secondaryTextColor': '#FFFFFF'}",False,13360,47.08153333333334,49.18975,2023-2024,"{'id': '7', 'name': 'Stamford Bridge', 'pitchLength': 103.0, 'pitchWidth': 67.5}",74.774,2946.312,"{'fps': 29.97, 'id': '11749', 'videoUrl': 'epitome-staging.pff.com/en/film_room/48fa7a95-ee2d-4734-8248-71430dc82294'}",3
"{'id': '20', 'name': 'Wolverhampton Wanderers', 'shortName': 'WLV'}","{'name': '2023 Away', 'primaryColor': '#ff0000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#ff0000'}","{'id': '1', 'name': 'Premier League'}",2023-08-26T14:00:00,3059.926,6212.513,"{'id': '8', 'name': 'Everton', 'shortName': 'EVE'}","{'name': 'home', 'primaryColor': '#0B478F', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13361,47.149366666666666,51.165616666666665,2023-2024,"{'id': '9', 'name': 'Goodison Park', 'pitchLength': 100.5, 'pitchWidth': 68.0}",230.964,3142.576,"{'fps': 29.97, 'id': '11765', 'videoUrl': 'epitome-staging.pff.com/en/film_room/b7d4399b-32d3-4d90-a554-dd4e1bcd30ce'}",3
"{'id': '221', 'name': 'Nottingham Forest', 'shortName': 'FOR'}","{'name': '2023 Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#003366', 'secondaryColor': '#99ffff', 'secondaryTextColor': '#003366'}","{'id': '1', 'name': 'Premier League'}",2023-08-26T14:00:00,3085.385,6650.918,"{'id': '12', 'name': 'Manchester United', 'shortName': 'MUN'}","{'name': 'home', 'primaryColor': '#D91117', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#221E20', 'secondaryTextColor': '#FFFFFF'}",False,13362,48.25046666666667,58.20821666666666,2023-2024,"{'id': '13', 'name': 'Old Trafford', 'pitchLength': 105.0, 'pitchWidth': 68.0}",190.357,3158.425,"{'fps': 29.97, 'id': '11766', 'videoUrl': 'epitome-staging.pff.com/en/film_room/8c255b49-bf5d-491b-be70-6938b9c33e59'}",3
"{'id': '10', 'name': 'Liverpool', 'shortName': 'LIV'}","{'name': 'home', 'primaryColor': '#D01317', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2023-08-27T15:30:00,3048.682,6188.088,"{'id': '13', 'name': 'Newcastle United', 'shortName': 'NEW'}","{'name': 'home', 'primaryColor': '#000000', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13363,49.20141666666666,51.71726666666666,2023-2024,"{'id': '14', 'name': ""St James' Park"", 'pitchLength': 105.0, 'pitchWidth': 68.0}",96.597,3085.052,"{'fps': 29.97, 'id': '11801', 'videoUrl': 'epitome-staging.pff.com/en/film_room/2841f6b1-105d-4ed2-93b0-9825f5916dca'}",3
"{'id': '11', 'name': 'Manchester City', 'shortName': 'MCI'}","{'name': 'home', 'primaryColor': '#6CABDD', 'primaryTextColor': '#000000', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2023-08-27T13:00:00,3075.442,6227.694,"{'id': '15', 'name': 'Sheffield United', 'shortName': 'SHU'}","{'name': 'home', 'primaryColor': '#E5292A', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13364,49.96998333333333,52.15105000000001,2023-2024,"{'id': '16', 'name': 'Bramall Lane', 'pitchLength': 101.0, 'pitchWidth': 68.0}",77.243,3098.631,"{'fps': 29.97, 'id': '11800', 'videoUrl': 'epitome-staging.pff.com/en/film_room/b6a169ac-902d-4af8-b9e8-cd7194c3159d'}",3
"{'id': '12', 'name': 'Manchester United', 'shortName': 'MUN'}","{'name': 'away', 'primaryColor': '#303030', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#58574C', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-09-03T15:30:00,2896.73,6368.168,"{'id': '2', 'name': 'Arsenal', 'shortName': 'ARS'}","{'name': 'home', 'primaryColor': '#E10B17', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",True,13365,48.15315,57.09208333333333,2023-2024,"{'id': '3', 'name': 'Emirates Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",7.541,2942.643,"{'fps': 29.97, 'id': '12047', 'videoUrl': 'epitome-staging.pff.com/en/film_room/7f6e58b8-fe5d-4b6d-a6c2-35b743583db1'}",4
"{'id': '1', 'name': 'AFC Bournemouth', 'shortName': 'BOU'}","{'name': '2023 Away', 'primaryColor': '#fffe33', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#fffe33'}","{'id': '1', 'name': 'Premier League'}",2023-09-02T14:00:00,3082.516,6239.74,"{'id': '119', 'name': 'Brentford', 'shortName': 'BRE'}","{'name': 'Home', 'primaryColor': '#e30613', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#e30613'}",False,13366,48.03971666666667,51.508183333333335,2023-2024,"{'id': '112', 'name': 'Brentford Community Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",200.133,3149.249,"{'fps': 29.97, 'id': '12017', 'videoUrl': 'epitome-staging.pff.com/en/film_room/307725da-04a0-4135-8b04-007a606725cc'}",4
