awayTeam,awayTeamKit,competition,date,endPeriod1,endPeriod2,homeTeam,homeTeamKit,homeTeamStartLeft,id,period1,period2,season,stadium,startPeriod1,startPeriod2,videos,week
"{'id': '1', 'name': 'AFC Bournemouth', 'shortName': 'BOU'}","{'name': 'home', 'primaryColor': '#E20613', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-10-07T14:00:00,3024.624,6110.277,"{'id': '8', 'name': 'Everton', 'shortName': 'EVE'}","{'name': 'home', 'primaryColor': '#0B478F', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13409,47.43688333333333,50.067283333333336,2023-2024,"{'id': '9', 'name': 'Goodison Park', 'pitchLength': 100.5, 'pitchWidth': 68.0}",178.411,3106.24,"{'fps': 29.97, 'id': '13188', 'videoUrl': 'epitome-staging.pff.com/en/film_room/a5121560-10a9-4c3b-a685-297bd6bfb077'}",8
"{'id': '15', 'name': 'Sheffield United', 'shortName': 'SHU'}","{'name': '2023 Away', 'primaryColor': '#FFFF00', 'primaryTextColor': '#FF0000', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFF00'}","{'id': '1', 'name': 'Premier League'}",2023-10-07T14:00:00,3816.049,7084.885,"{'id': '54', 'name': 'Fulham', 'shortName': 'FUL'}","{'name': 'home', 'primaryColor': '#FFFFFF', 'primaryTextColor': '#000000', 'secondaryColor': '#0B0906', 'secondaryTextColor': '#FFFFFF'}",True,13410,60.28138333333333,53.5975,2023-2024,"{'id': '25', 'name': 'Craven Cottage', 'pitchLength': 100.0, 'pitchWidth': 65.0}",199.166,3869.035,"{'fps': 29.97, 'id': '13189', 'videoUrl': 'epitome-staging.pff.com/en/film_room/e211b2a5-4b1b-4e14-925a-292a417e754a'}",8
"{'id': '17', 'name': 'Tottenham Hotspur', 'shortName': 'TOT'}","{'name': '2023 Alt', 'primaryColor': '#89736b', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#89736b'}","{'id': '1', 'name': 'Premier League'}",2023-10-07T11:30:00,3036.036,6203.37,"{'id': '218', 'name': 'Luton Town', 'shortName': 'LUT'}","{'name': 'Home', 'primaryColor': '#ff5f00', 'primaryTextColor': '#1B1A38', 'secondaryColor': '#1B1A38', 'secondaryTextColor': '#ff5f00'}",True,13411,49.74196666666667,51.72338333333333,2023-2024,"{'id': '117', 'name': 'Kenilworth Road', 'pitchLength': 100.0, 'pitchWidth': 66.0}",51.518,3099.967,"{'fps': 29.97, 'id': '13186', 'videoUrl': 'epitome-staging.pff.com/en/film_room/97477eb6-6d81-46ab-a59c-e24683a431e9'}",8
"{'id': '119', 'name': 'Brentford', 'shortName': 'BRE'}","{'name': '2022', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2023-10-07T14:00:00,2874.808,6114.548,"{'id': '12', 'name': 'Manchester United', 'shortName': 'MUN'}","{'name': 'home', 'primaryColor': '#D91117', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#221E20', 'secondaryTextColor': '#FFFFFF'}",False,13412,47.32788333333333,52.86398333333333,2023-2024,"{'id': '13', 'name': 'Old Trafford', 'pitchLength': 105.0, 'pitchWidth': 68.0}",35.135,2942.709,"{'fps': 29.97, 'id': '13190', 'videoUrl': 'epitome-staging.pff.com/en/film_room/d4d14b2c-2575-463f-8515-06ccfd5be3de'}",8
"{'id': '13', 'name': 'Newcastle United', 'shortName': 'NEW'}","{'name': 'alt home', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '1', 'name': 'Premier League'}",2023-10-08T13:00:00,2846.046,6036.67,"{'id': '19', 'name': 'West Ham', 'shortName': 'WHU'}","{'name': 'home', 'primaryColor': '#7C2C3B', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#2BACE3', 'secondaryTextColor': '#FFFFFF'}",True,13413,47.02981666666666,52.12601666666667,2023-2024,"{'id': '19', 'name': 'London Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",24.257,2909.109,"{'fps': 29.97, 'id': '13239', 'videoUrl': 'epitome-staging.pff.com/en/film_room/8d0dde9a-6d6a-4b9a-8f99-13fcc4c5329c'}",8
"{'id': '3', 'name': 'Aston Villa', 'shortName': 'AVL'}","{'name': 'alt-1', 'primaryColor': '#EDEDED', 'primaryTextColor': '#000000', 'secondaryColor': '#232F5F', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-10-08T13:00:00,3124.257,6695.662,"{'id': '20', 'name': 'Wolverhampton Wanderers', 'shortName': 'WLV'}","{'name': 'home', 'primaryColor': '#F59E1F', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFFFF'}",True,13414,49.064616666666666,58.11256666666667,2023-2024,"{'id': '20', 'name': 'Molineux', 'pitchLength': 105.0, 'pitchWidth': 68.0}",180.38,3208.908,"{'fps': 29.97, 'id': '13241', 'videoUrl': 'epitome-staging.pff.com/en/film_room/39b0f345-eaf4-427e-beec-9c461ada658c'}",8
"{'id': '19', 'name': 'West Ham', 'shortName': 'WHU'}","{'name': 'alt-2', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '1', 'name': 'Premier League'}",2023-10-22T15:30:00,2854.621,6064.798,"{'id': '3', 'name': 'Aston Villa', 'shortName': 'AVL'}","{'name': 'home', 'primaryColor': '#660E36', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#93BDE4', 'secondaryTextColor': '#000000'}",True,13415,47.271150000000006,52.43576666666666,2023-2024,"{'id': '4', 'name': 'Villa Park', 'pitchLength': 105.0, 'pitchWidth': 68.0}",18.352,2918.652,"{'fps': 29.97, 'id': '13576', 'videoUrl': 'epitome-staging.pff.com/en/film_room/28122e71-6384-41f2-b713-fe98a0461291'}",9
"{'id': '20', 'name': 'Wolverhampton Wanderers', 'shortName': 'WLV'}","{'name': 'away', 'primaryColor': '#42BDDA', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#102F49', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-10-21T14:00:00,3217.551,6352.586,"{'id': '1', 'name': 'AFC Bournemouth', 'shortName': 'BOU'}","{'name': 'home', 'primaryColor': '#E20613', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFFFF'}",False,13416,49.02515,51.08720000000001,2023-2024,"{'id': '2', 'name': 'Vitality Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",276.042,3287.354,"{'fps': 29.97, 'id': '13509', 'videoUrl': 'epitome-staging.pff.com/en/film_room/7a5416e8-15f7-49e0-8af4-f8c28111d63a'}",9
"{'id': '5', 'name': 'Burnley', 'shortName': 'BUR'}","{'name': 'alt-1', 'primaryColor': '#F7EB69', 'primaryTextColor': '#000000', 'secondaryColor': '#A44458', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2023-10-21T14:00:00,3178.879,6396.096,"{'id': '119', 'name': 'Brentford', 'shortName': 'BRE'}","{'name': 'Home', 'primaryColor': '#e30613', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#e30613'}",True,13417,48.97676666666666,52.15104999999999,2023-2024,"{'id': '112', 'name': 'Brentford Community Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",240.273,3267.033,"{'fps': 29.97, 'id': '13510', 'videoUrl': 'epitome-staging.pff.com/en/film_room/742c2e19-e0c0-417d-a619-9c477b3d45e3'}",9
"{'id': '2', 'name': 'Arsenal', 'shortName': 'ARS'}","{'name': 'home', 'primaryColor': '#E10B17', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2023-10-21T16:30:00,2848.216,6048.848,"{'id': '6', 'name': 'Chelsea', 'shortName': 'CHE'}","{'name': 'home', 'primaryColor': '#184890', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#1D1D1D', 'secondaryTextColor': '#FFFFFF'}",False,13418,47.03983333333333,52.16271666666667,2023-2024,"{'id': '7', 'name': 'Stamford Bridge', 'pitchLength': 103.0, 'pitchWidth': 67.5}",25.826,2919.085,"{'fps': 29.97, 'id': '13521', 'videoUrl': 'epitome-staging.pff.com/en/film_room/59887763-1e1f-46d3-9a38-3aef2accc9af'}",9
"{'id': '8', 'name': 'Everton', 'shortName': 'EVE'}","{'name': 'home', 'primaryColor': '#0B478F', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2023-10-21T11:30:00,2912.913,6260.293,"{'id': '10', 'name': 'Liverpool', 'shortName': 'LIV'}","{'name': 'home', 'primaryColor': '#D01317', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13419,47.33456666666667,54.88766666666666,2023-2024,"{'id': '11', 'name': 'Anfield', 'pitchLength': 101.0, 'pitchWidth': 68.0}",72.839,2967.033,"{'fps': 29.97, 'id': '13506', 'videoUrl': 'epitome-staging.pff.com/en/film_room/0f95955f-22af-442d-8511-8f822d20302f'}",9
"{'id': '4', 'name': 'Brighton & Hove Albion', 'shortName': 'BHA'}","{'name': 'alt-3', 'primaryColor': '#000000', 'primaryTextColor': '#00cc33', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '1', 'name': 'Premier League'}",2023-10-21T14:00:00,2968.768,6300.067,"{'id': '11', 'name': 'Manchester City', 'shortName': 'MCI'}","{'name': 'home', 'primaryColor': '#6CABDD', 'primaryTextColor': '#000000', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",True,13420,49.012883333333335,54.41553333333333,2023-2024,"{'id': '12', 'name': 'Etihad Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",27.995,3035.135,"{'fps': 29.97, 'id': '13511', 'videoUrl': 'epitome-staging.pff.com/en/film_room/a83f632a-0fcd-4d29-89c0-e93452dc72e1'}",9
"{'id': '7', 'name': 'Crystal Palace', 'shortName': 'CRY'}","{'name': 'ALT-2', 'primaryColor': '#FF0804', 'primaryTextColor': '#0051FF', 'secondaryColor': '#0051FF', 'secondaryTextColor': '#FF0804'}","{'id': '1', 'name': 'Premier League'}",2023-10-21T14:00:00,3302.102,6372.639,"{'id': '13', 'name': 'Newcastle United', 'shortName': 'NEW'}","{'name': 'home', 'primaryColor': '#000000', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",True,13421,50.40873333333333,49.47781666666667,2023-2024,"{'id': '14', 'name': ""St James' Park"", 'pitchLength': 105.0, 'pitchWidth': 68.0}",277.578,3403.97,"{'fps': 29.97, 'id': '13512', 'videoUrl': 'epitome-staging.pff.com/en/film_room/30ccf0ec-3d04-4a86-a61f-a355ea249e5a'}",9
"{'id': '218', 'name': 'Luton Town', 'shortName': 'LUT'}","{'name': 'Alt', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '1', 'name': 'Premier League'}",2023-10-21T14:00:00,3133.934,6430.864,"{'id': '221', 'name': 'Nottingham Forest', 'shortName': 'FOR'}","{'name': 'Home', 'primaryColor': '#ff0000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#ff0000'}",True,13422,47.99745,53.62806666666666,2023-2024,"{'id': '120', 'name': 'City Ground', 'pitchLength': 105.0, 'pitchWidth': 71.0}",254.087,3213.18,"{'fps': 29.97, 'id': '13513', 'videoUrl': 'epitome-staging.pff.com/en/film_room/1e688716-59fb-4a63-80ac-aacbc00f33d4'}",9
"{'id': '12', 'name': 'Manchester United', 'shortName': 'MUN'}","{'name': 'away', 'primaryColor': '#303030', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#58574C', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-10-21T19:00:00,3109.109,6200.4,"{'id': '15', 'name': 'Sheffield United', 'shortName': 'SHU'}","{'name': 'home', 'primaryColor': '#E5292A', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13423,51.22955,50.353133333333325,2023-2024,"{'id': '16', 'name': 'Bramall Lane', 'pitchLength': 101.0, 'pitchWidth': 68.0}",35.336,3179.212,"{'fps': 29.97, 'id': '13522', 'videoUrl': 'epitome-staging.pff.com/en/film_room/9dd3e857-4da0-4e93-9084-1875a77e92d2'}",9
"{'id': '54', 'name': 'Fulham', 'shortName': 'FUL'}","{'name': 'alt-2', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2023-10-23T19:00:00,2952.453,6101.668,"{'id': '17', 'name': 'Tottenham Hotspur', 'shortName': 'TOT'}","{'name': 'home', 'primaryColor': '#FFFFFF', 'primaryTextColor': '#000000', 'secondaryColor': '#22274E', 'secondaryTextColor': '#FFFFFF'}",False,13424,47.92071666666666,52.01478333333333,2023-2024,"{'id': '1', 'name': 'The Tottenham Hotspur Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",77.21,2980.781,"{'fps': 29.97, 'id': '13609', 'videoUrl': 'epitome-staging.pff.com/en/film_room/d851e572-cb0f-4697-ba3c-d75c5084f525'}",9
"{'id': '15', 'name': 'Sheffield United', 'shortName': 'SHU'}","{'name': 'alt-1', 'primaryColor': '#517551', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#B7B46F', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2023-10-28T14:00:00,2919.152,6249.482,"{'id': '2', 'name': 'Arsenal', 'shortName': 'ARS'}","{'name': 'home', 'primaryColor': '#E10B17', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",True,13425,48.07083333333333,55.12011666666667,2023-2024,"{'id': '3', 'name': 'Emirates Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",34.902,2942.275,"{'fps': 29.97, 'id': '13817', 'videoUrl': 'epitome-staging.pff.com/en/film_room/5314e272-8f05-4616-a8db-c4f250e6cf78'}",10
"{'id': '218', 'name': 'Luton Town', 'shortName': 'LUT'}","{'name': '2022 Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff4000', 'secondaryColor': '#002244', 'secondaryTextColor': '#ffffff'}","{'id': '1', 'name': 'Premier League'}",2023-10-29T14:00:00,2960.194,5972.739,"{'id': '3', 'name': 'Aston Villa', 'shortName': 'AVL'}","{'name': 'home', 'primaryColor': '#660E36', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#93BDE4', 'secondaryTextColor': '#000000'}",True,13426,46.19065,49.07406666666666,2023-2024,"{'id': '4', 'name': 'Villa Park', 'pitchLength': 105.0, 'pitchWidth': 68.0}",188.755,3028.295,"{'fps': 29.97, 'id': '13850', 'videoUrl': 'epitome-staging.pff.com/en/film_room/3ff802cf-26d1-474f-a635-80d393292df3'}",10
"{'id': '5', 'name': 'Burnley', 'shortName': 'BUR'}","{'name': 'alt-1', 'primaryColor': '#F7EB69', 'primaryTextColor': '#000000', 'secondaryColor': '#A44458', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2023-10-28T14:00:00,3143.91,6569.703,"{'id': '1', 'name': 'AFC Bournemouth', 'shortName': 'BOU'}","{'name': 'home', 'primaryColor': '#E20613', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFFFF'}",False,13427,48.31275,56.05550000000001,2023-2024,"{'id': '2', 'name': 'Vitality Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",245.145,3206.373,"{'fps': 29.97, 'id': '13819', 'videoUrl': 'epitome-staging.pff.com/en/film_room/0092a3cd-c65d-44c1-8fe2-b063f80dabcc'}",10
"{'id': '54', 'name': 'Fulham', 'shortName': 'FUL'}","{'name': 'alt-1', 'primaryColor': '#E62E3D', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#85252C', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-10-29T14:00:00,3062.663,6395.395,"{'id': '4', 'name': 'Brighton & Hove Albion', 'shortName': 'BHA'}","{'name': 'home', 'primaryColor': '#0A55A2', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",True,13428,46.990883333333336,54.45221666666667,2023-2024,"{'id': '5', 'name': 'Amex Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",243.21,3128.262,"{'fps': 29.97, 'id': '13851', 'videoUrl': 'epitome-staging.pff.com/en/film_room/556fcb40-d9c3-4760-b18a-fd7af7d91fae'}",10
"{'id': '119', 'name': 'Brentford', 'shortName': 'BRE'}","{'name': 'Home', 'primaryColor': '#e30613', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#e30613'}","{'id': '1', 'name': 'Premier League'}",2023-10-28T11:30:00,2980.648,6183.651,"{'id': '6', 'name': 'Chelsea', 'shortName': 'CHE'}","{'name': 'home', 'primaryColor': '#184890', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#1D1D1D', 'secondaryTextColor': '#FFFFFF'}",True,13429,48.08088333333333,52.88625,2023-2024,"{'id': '7', 'name': 'Stamford Bridge', 'pitchLength': 103.0, 'pitchWidth': 67.5}",95.795,3010.476,"{'fps': 29.97, 'id': '13811', 'videoUrl': 'epitome-staging.pff.com/en/film_room/55ca3ed1-c480-4a7e-92b9-11d0d4edfe3a'}",10
"{'id': '17', 'name': 'Tottenham Hotspur', 'shortName': 'TOT'}","{'name': 'home', 'primaryColor': '#FFFFFF', 'primaryTextColor': '#000000', 'secondaryColor': '#22274E', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-10-27T19:00:00,2886.419,6374.975,"{'id': '7', 'name': 'Crystal Palace', 'shortName': 'CRY'}","{'name': 'home', 'primaryColor': '#DF2443', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#3258A3', 'secondaryTextColor': '#FFFFFF'}",True,13430,47.0765,57.36236666666667,2023-2024,"{'id': '8', 'name': 'Selhurst Park', 'pitchLength': 101.0, 'pitchWidth': 68.0}",61.829,2933.233,"{'fps': 29.97, 'id': '13807', 'videoUrl': 'epitome-staging.pff.com/en/film_room/2ec231b4-aa39-4319-bb70-860004f556f3'}",10
"{'id': '221', 'name': 'Nottingham Forest', 'shortName': 'FOR'}","{'name': '2023 Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#003366', 'secondaryColor': '#99ffff', 'secondaryTextColor': '#003366'}","{'id': '1', 'name': 'Premier League'}",2023-10-29T14:00:00,3246.313,6288.856,"{'id': '10', 'name': 'Liverpool', 'shortName': 'LIV'}","{'name': 'home', 'primaryColor': '#D01317', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",True,13431,49.525650000000006,49.48171666666666,2023-2024,"{'id': '11', 'name': 'Anfield', 'pitchLength': 101.0, 'pitchWidth': 68.0}",274.774,3319.953,"{'fps': 29.97, 'id': '13853', 'videoUrl': 'epitome-staging.pff.com/en/film_room/f739d6c8-0ec4-45e8-985f-db8dbdad232f'}",10
"{'id': '11', 'name': 'Manchester City', 'shortName': 'MCI'}","{'name': 'home', 'primaryColor': '#6CABDD', 'primaryTextColor': '#000000', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2023-10-29T15:30:00,3061.729,6115.916,"{'id': '12', 'name': 'Manchester United', 'shortName': 'MUN'}","{'name': 'home', 'primaryColor': '#D91117', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#221E20', 'secondaryTextColor': '#FFFFFF'}",True,13432,49.12413333333333,50.39261666666667,2023-2024,"{'id': '13', 'name': 'Old Trafford', 'pitchLength': 105.0, 'pitchWidth': 68.0}",114.281,3092.359,"{'fps': 29.97, 'id': '13858', 'videoUrl': 'epitome-staging.pff.com/en/film_room/50d7c5d9-35fa-417e-9941-87cf04abed74'}",10
"{'id': '8', 'name': 'Everton', 'shortName': 'EVE'}","{'name': 'alt-2', 'primaryColor': '#cccccc', 'primaryTextColor': '#0066cc', 'secondaryColor': '#cccccc', 'secondaryTextColor': '#0066cc'}","{'id': '1', 'name': 'Premier League'}",2023-10-29T13:00:00,3023.657,6166.734,"{'id': '19', 'name': 'West Ham', 'shortName': 'WHU'}","{'name': 'home', 'primaryColor': '#7C2C3B', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#2BACE3', 'secondaryTextColor': '#FFFFFF'}",False,13433,50.02001666666667,51.644450000000006,2023-2024,"{'id': '19', 'name': 'London Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",22.456,3068.067,"{'fps': 29.97, 'id': '13847', 'videoUrl': 'epitome-staging.pff.com/en/film_room/e53a924d-ff1f-4e9f-9210-93283f254c41'}",10
"{'id': '13', 'name': 'Newcastle United', 'shortName': 'NEW'}","{'name': 'alt-2', 'primaryColor': '#1da785', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#1da785'}","{'id': '1', 'name': 'Premier League'}",2023-10-28T16:30:00,3169.469,6399.032,"{'id': '20', 'name': 'Wolverhampton Wanderers', 'shortName': 'WLV'}","{'name': 'home', 'primaryColor': '#F59E1F', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFFFF'}",False,13434,52.49303333333333,53.066950000000006,2023-2024,"{'id': '20', 'name': 'Molineux', 'pitchLength': 105.0, 'pitchWidth': 68.0}",19.887,3215.015,"{'fps': 29.97, 'id': '13822', 'videoUrl': 'epitome-staging.pff.com/en/film_room/eaed341b-ec40-430b-be3e-603a4112ed2c'}",10
"{'id': '19', 'name': 'West Ham', 'shortName': 'WHU'}","{'name': '2023 Away', 'primaryColor': '#26446f', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#26446f'}","{'id': '1', 'name': 'Premier League'}",2023-11-04T15:00:00,3243.8436332999668,6325.259,"{'id': '119', 'name': 'Brentford', 'shortName': 'BRE'}","{'name': 'Home', 'primaryColor': '#e30613', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#e30613'}",False,13435,52.07429388833278,50.20131666666667,2023-2024,"{'id': '112', 'name': 'Brentford Community Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",119.386,3313.18,"{'fps': 29.97, 'id': '14063', 'videoUrl': 'epitome-staging.pff.com/en/film_room/f2d2e9d0-e94a-4ec9-9395-4226faf5dbe5'}",11
"{'id': '7', 'name': 'Crystal Palace', 'shortName': 'CRY'}","{'name': 'away', 'primaryColor': '#FFFFFF', 'primaryTextColor': '#000000', 'secondaryColor': '#3258A3', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-11-04T15:00:00,2948.182,6091.959,"{'id': '5', 'name': 'Burnley', 'shortName': 'BUR'}","{'name': 'home', 'primaryColor': '#690F3C', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#8CD1F3', 'secondaryTextColor': '#000000'}",False,13436,47.19943333333333,51.01658333333333,2023-2024,"{'id': '6', 'name': 'Turf Moor', 'pitchLength': 105.0, 'pitchWidth': 68.0}",116.216,3030.964,"{'fps': 29.97, 'id': '14065', 'videoUrl': 'epitome-staging.pff.com/en/film_room/fcdbf91d-c14d-461b-ae61-84548832fac5'}",11
"{'id': '4', 'name': 'Brighton & Hove Albion', 'shortName': 'BHA'}","{'name': 'alt-1', 'primaryColor': '#1D1D1D', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2023-11-04T15:00:00,3091.758,6128.662,"{'id': '8', 'name': 'Everton', 'shortName': 'EVE'}","{'name': 'home', 'primaryColor': '#0B478F', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13437,49.27036666666666,49.37493333333334,2023-2024,"{'id': '9', 'name': 'Goodison Park', 'pitchLength': 100.5, 'pitchWidth': 68.0}",135.536,3166.166,"{'fps': 29.97, 'id': '14066', 'videoUrl': 'epitome-staging.pff.com/en/film_room/4e4cc5b7-2f8e-401c-8f3a-9e280fb2db13'}",11
"{'id': '12', 'name': 'Manchester United', 'shortName': 'MUN'}","{'name': 'home', 'primaryColor': '#D91117', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#221E20', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-11-04T12:30:00,3125.559,6270.737,"{'id': '54', 'name': 'Fulham', 'shortName': 'FUL'}","{'name': 'home', 'primaryColor': '#FFFFFF', 'primaryTextColor': '#000000', 'secondaryColor': '#0B0906', 'secondaryTextColor': '#FFFFFF'}",True,13438,50.14458333333334,52.03146666666667,2023-2024,"{'id': '25', 'name': 'Craven Cottage', 'pitchLength': 100.0, 'pitchWidth': 65.0}",116.884,3148.849,"{'fps': 29.97, 'id': '14064', 'videoUrl': 'epitome-staging.pff.com/en/film_room/384cd090-8f58-48ae-8a72-f4df1bb78f02'}",11
"{'id': '10', 'name': 'Liverpool', 'shortName': 'LIV'}","{'name': 'alt-2', 'primaryColor': '#EBEAD5', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#EBEAD5'}","{'id': '1', 'name': 'Premier League'}",2023-11-05T16:30:00,2944.644,6275.275,"{'id': '218', 'name': 'Luton Town', 'shortName': 'LUT'}","{'name': 'Home', 'primaryColor': '#ff5f00', 'primaryTextColor': '#1B1A38', 'secondaryColor': '#1B1A38', 'secondaryTextColor': '#ff5f00'}",True,13439,47.6137,54.531766666666655,2023-2024,"{'id': '117', 'name': 'Kenilworth Road', 'pitchLength': 100.0, 'pitchWidth': 66.0}",87.822,3003.369,"{'fps': 29.97, 'id': '14101', 'videoUrl': 'epitome-staging.pff.com/en/film_room/421cdd25-0fa0-413f-8d54-7c10cef47ef3'}",11
"{'id': '1', 'name': 'AFC Bournemouth', 'shortName': 'BOU'}","{'name': 'home', 'primaryColor': '#E20613', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2023-11-04T15:00:00,2956.757,6125.125,"{'id': '11', 'name': 'Manchester City', 'shortName': 'MCI'}","{'name': 'home', 'primaryColor': '#6CABDD', 'primaryTextColor': '#000000', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",True,13440,49.04238333333333,52.2061,2023-2024,"{'id': '12', 'name': 'Etihad Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",14.214,2992.759,"{'fps': 29.97, 'id': '14067', 'videoUrl': 'epitome-staging.pff.com/en/film_room/94e916d1-2e89-49c2-938c-40f424a2f33e'}",11
